ID	naam image	Genus	species (& subtaxa)	O(rchid. Cat.) nr.	land van herkomst	locatie	cultuur	veldcollectie	bijzonderheden	dag/maand	jaar	foto gemaakt door	afgebeeld	overige bijzonderheden; (belangrijke) synoniemen
4120		Aspasia	variegata Lindl.	"4118, 4119, 4120"	[Brazilië; Rondônia]		Botanische Tuinen Universiteit Utrecht 00ZW10814 ['86]	[P.J.M. & H. Maas 396]		2-Jan	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
6724		Restrepia	ecuadorensis Rolfe	"6724, 6725, 6726"	[Ecuador]		Botanische Tuinen Universiteit Utrecht 00ZW11440	[Maas 2885]		24/11	1977	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
6725		Restrepia	ecuadorensis Rolfe	"6724, 6725, 6726"	[Ecuador]		Botanische Tuinen Universiteit Utrecht 00ZW11440	[Maas 2885]		24/11	1977	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
3891		Restrepia	elegans H.Karst.	"3891, 3892, 3893"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			9-Feb	1973	L.Y.Th. Westra	"hab1, 2x det1"
3892		Restrepia	elegans H.Karst.	"3891, 3892, 3893"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			9-Feb	1973	L.Y.Th. Westra	"hab1, 2x det1"
2187		Restrepia	guttulata Lindl.	"2187, 2188, 2189"			"J.M. Wubben, Hollandsche Rading"			30/01	1971	L.Y.Th. Westra	"hab1, 2x det1"
2188		Restrepia	guttulata Lindl.	"2187, 2188, 2189"			"J.M. Wubben, Hollandsche Rading"			30/01	1971	L.Y.Th. Westra	"hab1, 2x det1"
2189		Restrepia	guttulata Lindl.	"2187, 2188, 2189"			"J.M. Wubben, Hollandsche Rading"			30/01	1971	L.Y.Th. Westra	"hab1, 2x det1"
2911		Restrepia	lansbergii Rchb.f. & Wagener	"2911, 2912, 2913"			"J.M. Wubben, Hollandsche Rading"			5-Jun	1972	L.Y.Th. Westra	"hab1, 2x det1"
2912		Restrepia	lansbergii Rchb.f. & Wagener	"2911, 2912, 2913"			"J.M. Wubben, Hollandsche Rading"			5-Jun	1972	L.Y.Th. Westra	"hab1, 2x det1"
2913		Restrepia	lansbergii Rchb.f. & Wagener	"2911, 2912, 2913"			"J.M. Wubben, Hollandsche Rading"			5-Jun	1972	L.Y.Th. Westra	"hab1, 2x det1"
8463		Restrepia	muscifera (Lindl.) Rchb.f. ex Lindl.	"8463, 8464, 8465, 8466"	[Honduras]		Botanische Tuinen Universiteit Utrecht 00ZW11767	[J.J. van Rooden]		19/03	1981	L.Y.Th. Westra	"2x hab1, 2x det1"	Restrepia xanthophthalma Rchb.f.
8465		Restrepia	muscifera (Lindl.) Rchb.f. ex Lindl.	"8463, 8464, 8465, 8466"	[Honduras]		Botanische Tuinen Universiteit Utrecht 00ZW11767	[J.J. van Rooden]		19/03	1981	L.Y.Th. Westra	"2x hab1, 2x det1"	Restrepia xanthophthalma Rchb.f.
4336		Restrepia	striata Rolfe	"4336, 4337, 4338"			Cantonspark Baarn 10662			4-Aug	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
4337		Restrepia	striata Rolfe	"4336, 4337, 4338"			Cantonspark Baarn 10662			4-Aug	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
4338		Restrepia	striata Rolfe	"4336, 4337, 4338"			Cantonspark Baarn 10662			4-Aug	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
2744		Restrepiella	ophiocephala (Lindl.) Garay & Dunst.	"2744, 2745, 2746, 2747"			Botanische Tuinen Universiteit Utrecht 00ZW10168			18/01	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2745		Restrepiella	ophiocephala (Lindl.) Garay & Dunst.	"2744, 2745, 2746, 2747"			Botanische Tuinen Universiteit Utrecht 00ZW10168			18/01	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2746		Restrepiella	ophiocephala (Lindl.) Garay & Dunst.	"2744, 2745, 2746, 2747"			Botanische Tuinen Universiteit Utrecht 00ZW10168			18/01	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2747		Restrepiella	ophiocephala (Lindl.) Garay & Dunst.	"2744, 2745, 2746, 2747"			Botanische Tuinen Universiteit Utrecht 00ZW10168			18/01	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
4827		Restrepiella	ophiocephala (Lindl.) Garay & Dunst.	"4827, 4828, 4829, 4830"			[priv‚ coll.]		labellum I/II	28/03	1975	L.Y.Th. Westra	"hab1, 3x det1"
4829		Restrepiella	ophiocephala (Lindl.) Garay & Dunst.	"4827, 4828, 4829, 4830"			[priv‚ coll.]		labellum I/II	28/03	1975	L.Y.Th. Westra	"hab1, 3x det1"
5560		Scaphosepalum		"5560, 5561, 5562, 5563"			"J.M. Wubben, Hollandsche Rading"			5-Aug	1976	L.Y.Th. Westra	"hab1, 3x det1"
5561		Scaphosepalum		"5560, 5561, 5562, 5563"			"J.M. Wubben, Hollandsche Rading"			5-Aug	1976	L.Y.Th. Westra	"hab1, 3x det1"
5562		Scaphosepalum		"5560, 5561, 5562, 5563"			"J.M. Wubben, Hollandsche Rading"			5-Aug	1976	L.Y.Th. Westra	"hab1, 3x det1"
5563		Scaphosepalum		"5560, 5561, 5562, 5563"			"J.M. Wubben, Hollandsche Rading"			5-Aug	1976	L.Y.Th. Westra	"hab1, 3x det1"
9377		Scaphosepalum	lima (F.Lehm. & Kraenzl.) Schltr.	"9377, 9378, 9379, 9380"			"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, 3x det1"
9379		Scaphosepalum	lima (F.Lehm. & Kraenzl.) Schltr.	"9377, 9378, 9379, 9380"			"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, 3x det1"
9363		Scaphosepalum	microdactylum Rolfe	"9363, 9364, 9365"	[Panama]		"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, 2x det1"
9364		Scaphosepalum	microdactylum Rolfe	"9363, 9364, 9365"	[Panama]		"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, 2x det1"
7221		Scaphosepalum	swertiifolium (Rchb.f.) Rolfe	"7221, 7222, 7223, 7224"			"J.M. Wubben, Hollandsche Rading"			11-Nov	1978	L.Y.Th. Westra	"hab1, 3x det1"
7222		Scaphosepalum	swertiifolium (Rchb.f.) Rolfe	"7221, 7222, 7223, 7224"			"J.M. Wubben, Hollandsche Rading"			11-Nov	1978	L.Y.Th. Westra	"hab1, 3x det1"
5772		Scaphosepalum	swertziifolium	"5772, 5773, 5774, 5775"			"J.M. Wubben, Hollandsche Rading"			9-Nov	1976	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd
5774		Scaphosepalum	swertziifolium	"5772, 5773, 5774, 5775"			"J.M. Wubben, Hollandsche Rading"			9-Nov	1976	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd
1039		Stelis		"1039, 1040"			Cantonspark Baarn 10071			15/08	1967	L.Y.Th. Westra	"hab1, det1"
1040		Stelis		"1039, 1040"			Cantonspark Baarn 10071			15/08	1967	L.Y.Th. Westra	"hab1, det1"
1090		Stelis		"1090, 1091"			Cantonspark Baarn 10031			11-Nov	1967	L.Y.Th. Westra	"hab1, det1"
1091		Stelis		"1090, 1091"			Cantonspark Baarn 10031			11-Nov	1967	L.Y.Th. Westra	"hab1, det1"
3428		Stelis		"3428, 3429"			Cantonspark Baarn 10959			21/12	1972	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
3429		Stelis		"3428, 3429"			Cantonspark Baarn 10959			21/12	1972	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
4339		Stelis		"4339, 4340"			Cantonspark Baarn 10959			19/04	1974	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
4340		Stelis		"4339, 4340"			Cantonspark Baarn 10959			19/04	1974	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
5086		Stelis		"5086, 5087"			"J.M. Wubben, Hollandsche Rading"			19/07	1975	L.Y.Th. Westra	"hab1, det1"
5087		Stelis		"5086, 5087"			"J.M. Wubben, Hollandsche Rading"			19/07	1975	L.Y.Th. Westra	"hab1, det1"
5124		Stelis		"5124, 5125"	[Suriname?]		"J.M. Wubben, Hollandsche Rading"			8-Sep	1975	L.Y.Th. Westra	"hab1, det1"
5125		Stelis		"5124, 5125"	[Suriname?]		"J.M. Wubben, Hollandsche Rading"			8-Sep	1975	L.Y.Th. Westra	"hab1, det1"
5591		Stelis		"5591, 5592"	[Ecuador]		"J.M. Wubben, Hollandsche Rading"			22/05	1976	L.Y.Th. Westra	"hab1, det1"
5592		Stelis		"5591, 5592"	[Ecuador]		"J.M. Wubben, Hollandsche Rading"			22/05	1976	L.Y.Th. Westra	"hab1, det1"
5615		Stelis		"5615, 5616, 5617"			"J.M. Wubben, Hollandsche Rading"			29/05	1976	L.Y.Th. Westra	"hab1, 2x det1"
5616		Stelis		"5615, 5616, 5617"			"J.M. Wubben, Hollandsche Rading"			29/05	1976	L.Y.Th. Westra	"hab1, 2x det1"
5635		Stelis		"5635, 5636"			"J.M. Wubben, Hollandsche Rading"			6-Dec	1976	L.Y.Th. Westra	"hab1, det1"
5636		Stelis		"5635, 5636"			"J.M. Wubben, Hollandsche Rading"			6-Dec	1976	L.Y.Th. Westra	"hab1, det1"
5685		Stelis		"5685, 5686, 5687"			"J.M. Wubben, Hollandsche Rading"			17/07	1976	L.Y.Th. Westra	"hab1, 2x det1"
5687		Stelis		"5685, 5686, 5687"			"J.M. Wubben, Hollandsche Rading"			17/07	1976	L.Y.Th. Westra	"hab1, 2x det1"
5950		Stelis		"5950, 5951, 5952"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		24/12	1976	L.Y.Th. Westra	"hab1, 2x det1"
5951		Stelis		"5950, 5951, 5952"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		24/12	1976	L.Y.Th. Westra	"hab1, 2x det1"
5952		Stelis		"5950, 5951, 5952"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		24/12	1976	L.Y.Th. Westra	"hab1, 2x det1"
6115		Stelis		"6115, 6116"			"J.M. Wubben, Hollandsche Rading"		bloemen openend na watersproeien	4-Mar	1977	L.Y.Th. Westra	"hab1, det1"
6116		Stelis		"6115, 6116"			"J.M. Wubben, Hollandsche Rading"		bloemen openend na watersproeien	4-Mar	1977	L.Y.Th. Westra	"hab1, det1"
6241		Stelis		"6241, 6242, 6243"			"J.M. Wubben, Hollandsche Rading"			18/06	1977	L.Y.Th. Westra	"hab1, 2x det1"
6242		Stelis		"6241, 6242, 6243"			"J.M. Wubben, Hollandsche Rading"			18/06	1977	L.Y.Th. Westra	"hab1, 2x det1"
6449		Stelis		"6449, 6450, 6451"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		27/08	1977	L.Y.Th. Westra	"hab1, 2x det1"
6450		Stelis		"6449, 6450, 6451"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		27/08	1977	L.Y.Th. Westra	"hab1, 2x det1"
6451		Stelis		"6449, 6450, 6451"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		27/08	1977	L.Y.Th. Westra	"hab1, 2x det1"
6793		Stelis		"6793, 6794, 6795"			"J.M. Wubben, Hollandsche Rading"			3-Nov	1978	L.Y.Th. Westra	"hab1, 2x det1"
6794		Stelis		"6793, 6794, 6795"			"J.M. Wubben, Hollandsche Rading"			3-Nov	1978	L.Y.Th. Westra	"hab1, 2x det1"
6919		Stelis		"6919, 6920"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			5-Jul	1978	L.Y.Th. Westra	"hab1, det1"
6920		Stelis		"6919, 6920"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			5-Jul	1978	L.Y.Th. Westra	"hab1, det1"
7051		Stelis		"7051, 7052"			"J.M. Wubben, Hollandsche Rading"			15/07	1978	L.Y.Th. Westra	"hab1, det1"
7052		Stelis		"7051, 7052"			"J.M. Wubben, Hollandsche Rading"			15/07	1978	L.Y.Th. Westra	"hab1, det1"
7225		Stelis		"7225, 7226"			"J.M. Wubben, Hollandsche Rading"			18/11	1978	L.Y.Th. Westra	"hab1, det1"
7226		Stelis		"7225, 7226"			"J.M. Wubben, Hollandsche Rading"			18/11	1978	L.Y.Th. Westra	"hab1, det1"
7251		Stelis		"7251, 7252"			"J.M. Wubben, Hollandsche Rading"			16/12	1978	L.Y.Th. Westra	"hab1, det1"
7252		Stelis		"7251, 7252"			"J.M. Wubben, Hollandsche Rading"			16/12	1978	L.Y.Th. Westra	"hab1, det1"
7479		Stelis		"7479, 7480"			"J.M. Wubben, Hollandsche Rading"			21/04	1979	L.Y.Th. Westra	"hab1, det1"
7480		Stelis		"7479, 7480"			"J.M. Wubben, Hollandsche Rading"			21/04	1979	L.Y.Th. Westra	"hab1, det1"
8021		Stelis		"8021, 8022"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			6-Jul	1980	L.Y.Th. Westra	"hab1, det1"
8022		Stelis		"8021, 8022"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			6-Jul	1980	L.Y.Th. Westra	"hab1, det1"
8402		Stelis		"8402, 8403, 8404"			Cantonspark Baarn 00ZW11757			17/01	1981	L.Y.Th. Westra	"hab1, 2x det1"
8403		Stelis		"8402, 8403, 8404"			Cantonspark Baarn 00ZW11757			17/01	1981	L.Y.Th. Westra	"hab1, 2x det1"
8522		Stelis		"8522, 8523, 8524"			"J.M. Wubben, Hollandsche Rading"			19/04	1981	L.Y.Th. Westra	"hab1, 2x det1"
8523		Stelis		"8522, 8523, 8524"			"J.M. Wubben, Hollandsche Rading"			19/04	1981	L.Y.Th. Westra	"hab1, 2x det1"
9248		Stelis		"9248, 9249, 9250"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11592	[A.J.M. Cleef]		19/10	1982	L.Y.Th. Westra	"hab1, 2x det1"	Catalogus BTU 1992 vermeldt land Peru
9249		Stelis		"9248, 9249, 9250"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11592	[A.J.M. Cleef]		19/10	1982	L.Y.Th. Westra	"hab1, 2x det1"	Catalogus BTU 1992 vermeldt land Peru
9367		Stelis		"9366, 9367"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, det1"
9372		Stelis		"9372, 9373"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, det1"
9373		Stelis		"9372, 9373"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			26/03	1983	L.Y.Th. Westra	"hab1, det1"
2207		Stelis	aprica Lindl.	"2207, 2208"			Cantonspark Baarn 10611			2-Dec	1971	L.Y.Th. Westra	"hab1, det1"
2208		Stelis	aprica Lindl.	"2207, 2208"			Cantonspark Baarn 10611			2-Dec	1971	L.Y.Th. Westra	"hab1, det1"
9048		Stelis	aprica Lindl.	"9048, 9049"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW11839	[J.P. Schulz]		4-Mar	1982	L.Y.Th. Westra	"hab1, det1"
9049		Stelis	aprica Lindl.	"9048, 9049"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW11839	[J.P. Schulz]		4-Mar	1982	L.Y.Th. Westra	"hab1, det1"
1273		Stelis	argentata Lindl.	"1273, 1274"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW09892	[P.A. FlorschÅtz]		8-Mar	1968	L.Y.Th. Westra	"hab1, det1"
1274		Stelis	argentata Lindl.	"1273, 1274"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW09892	[P.A. FlorschÅtz]		8-Mar	1968	L.Y.Th. Westra	"hab1, det1"
1292		Stelis	argentata Lindl.	1292	[Suriname]			[P.A. FlorschÅtz & P.J.M. Maas]		16/08	1968	L.Y.Th. Westra	dhab2
3592		Stelis	argentata Lindl.	"3592, 3593"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10795	[Prance 15353 <in>]		3-Jun	1973	L.Y.Th. Westra	"hab1, det1"
3593		Stelis	argentata Lindl.	"3592, 3593"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10795	[Prance 15353 <in>]		3-Jun	1973	L.Y.Th. Westra	"hab1, det1"
3594		Stelis	argentata Lindl.	"3594, 3595"	[Brazilië; Parana]		Botanische Tuinen Universiteit Utrecht 00ZW10804	[P.J.M. Maas]		17/03	1973	L.Y.Th. Westra	"hab1, det1"
3595		Stelis	argentata Lindl.	"3594, 3595"	[Brazilië; Parana]		Botanische Tuinen Universiteit Utrecht 00ZW10804	[P.J.M. Maas]		17/03	1973	L.Y.Th. Westra	"hab1, det1"
3648		Stelis	argentata Lindl. (vel aff.)	"3648, 3649"			Cantonspark Baarn 11021			14/04	1973	L.Y.Th. Westra	"hab1, det1"
3649		Stelis	argentata Lindl. (vel aff.)	"3648, 3649"			Cantonspark Baarn 11021			14/04	1973	L.Y.Th. Westra	"hab1, det1"
7852		Stelis	braccata Rchb.f. & Warsz.	"7852, 7853"	[Venezuela]		Botanische Tuinen Universiteit Utrecht 00ZW11580	[H. van der Werff]		2-Nov	1980	L.Y.Th. Westra	"hab1, det1"
7853		Stelis	braccata Rchb.f. & Warsz.	"7852, 7853"	[Venezuela]		Botanische Tuinen Universiteit Utrecht 00ZW11580	[H. van der Werff]		2-Nov	1980	L.Y.Th. Westra	"hab1, det1"
7760		Stelis	cucullata Ames	"7760, 7761"	[Colombia; Magdalena]; [Sierra Nevada de Santa Marta]		Botanische Tuinen Universiteit Utrecht 00ZW11429	[A.M. Cleef]		10-Jan	1979	L.Y.Th. Westra	"hab1, det1"	det.: Catalogus BTU 1992
7761		Stelis	cucullata Ames	"7760, 7761"	[Colombia; Magdalena]; [Sierra Nevada de Santa Marta]		Botanische Tuinen Universiteit Utrecht 00ZW11429	[A.M. Cleef]		10-Jan	1979	L.Y.Th. Westra	"hab1, det1"	det.: Catalogus BTU 1992
8484		Stelis	eublepharis Rchb.f.	"8484, 8485"			"J.M. Wubben, Hollandsche Rading"			4-Apr	1981	L.Y.Th. Westra	"hab1, det1"
8485		Stelis	eublepharis Rchb.f.	"8484, 8485"			"J.M. Wubben, Hollandsche Rading"			4-Apr	1981	L.Y.Th. Westra	"hab1, det1"
4765		Stelis	eublepharis Rchb.f. (vel aff.?)	"4765, 4766, 4767"			"J.M. Wubben, Hollandsche Rading"			2-Aug	1975	L.Y.Th. Westra	"hab1, 2x det1"
4766		Stelis	eublepharis Rchb.f. (vel aff.?)	"4765, 4766, 4767"			"J.M. Wubben, Hollandsche Rading"			2-Aug	1975	L.Y.Th. Westra	"hab1, 2x det1"
4767		Stelis	eublepharis Rchb.f. (vel aff.?)	"4765, 4766, 4767"			"J.M. Wubben, Hollandsche Rading"			2-Aug	1975	L.Y.Th. Westra	"hab1, 2x det1"
2209		Stelis	fragrans Schltr.	"286, 287; 366; 2209, 2210"			Cantonspark Baarn 2640			29/10; 15/07; 12/02	1961; 1962; 1971	L.Y.Th. Westra	"hab1, det1; det1; hab1, det1"
2210		Stelis	fragrans Schltr.	"286, 287; 366; 2209, 2210"			Cantonspark Baarn 2640			29/10; 15/07; 12/02	1961; 1962; 1971	L.Y.Th. Westra	"hab1, det1; det1; hab1, det1"
2229		Stelis	leucopogon Rchb.f.	"2229, 2230"			"J.M. Wubben, Hollandsche Rading"		NB. kale vorm	27/02	1971	L.Y.Th. Westra	"hab1, det1"
2230		Stelis	leucopogon Rchb.f.	"2229, 2230"			"J.M. Wubben, Hollandsche Rading"		NB. kale vorm	27/02	1971	L.Y.Th. Westra	"hab1, det1"
7566		Stelis	nitens Rchb.f.	"7566, 7567, 7568"	[Colombia; Magdalena]; [Sierra Nevada de Santa Marta]		Botanische Tuinen Universiteit Utrecht 00ZW11442	[A.M. Cleef]		30/05	1979	L.Y.Th. Westra	"hab1, 2x det1"
7567		Stelis	nitens Rchb.f.	"7566, 7567, 7568"	[Colombia; Magdalena]; [Sierra Nevada de Santa Marta]		Botanische Tuinen Universiteit Utrecht 00ZW11442	[A.M. Cleef]		30/05	1979	L.Y.Th. Westra	"hab1, 2x det1"
7601		Stelis	papaquerensis Rchb.f.  (s.l.)	"7601, 7602"			Botanische Tuinen Universiteit Utrecht 00ZW11536			15/06	1979	L.Y.Th. Westra	"hab1, det1"
7602		Stelis	papaquerensis Rchb.f.  (s.l.)	"7601, 7602"			Botanische Tuinen Universiteit Utrecht 00ZW11536			15/06	1979	L.Y.Th. Westra	"hab1, det1"
4085		Stelis	purpurea (Ruiz & Pav.) Willd.	"4085, 4086, 4087"	[Colombia]		Cantonspark Baarn 10940			12-Aug	1973	L.Y.Th. Westra	"hab1, 2x det1"
4086		Stelis	purpurea (Ruiz & Pav.) Willd.	"4085, 4086, 4087"	[Colombia]		Cantonspark Baarn 10940			12-Aug	1973	L.Y.Th. Westra	"hab1, 2x det1"
4216		Stelis	purpurea (Ruiz & Pav.) Willd.	"4216, 4217"			Cantonspark Baarn 10951			29/01	1974	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
4217		Stelis	purpurea (Ruiz & Pav.) Willd.	"4216, 4217"			Cantonspark Baarn 10951			29/01	1974	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
2096		Stelis	ruprechtiana Rchb.f.	"2096, 2097"			"J.M. Wubben, Hollandsche Rading"			11-Jul	1970	L.Y.Th. Westra	"hab1, det1"
2097		Stelis	ruprechtiana Rchb.f.	"2096, 2097"			"J.M. Wubben, Hollandsche Rading"			11-Jul	1970	L.Y.Th. Westra	"hab1, det1"
8687		Stelis	santiagoensis Mansf.	"8687, 8688, 8689"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11831 ['86]	[J.P. Schulz]		25/06	1981	L.Y.Th. Westra	"hab1, 2x det1"	'Schultz' in Catalogus BTU 1986
8689		Stelis	santiagoensis Mansf.	"8687, 8688, 8689"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11831 ['86]	[J.P. Schulz]		25/06	1981	L.Y.Th. Westra	"hab1, 2x det1"	'Schultz' in Catalogus BTU 1986
4855		Stelis	vulcani Rchb.f.	"4855, 4856"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11027	[A.M. Cleef]		2-Jul	1975	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
4856		Stelis	vulcani Rchb.f.	"4855, 4856"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11027	[A.M. Cleef]		2-Jul	1975	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
2247		Xylobium	powellii Schltr.	"2247, 2249"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10261	[P. Grijpma]		3-Jan	1971	L.Y.Th. Westra	"hab1, det1"
9327		Zootrophion		"9327, 9328, 9329, 9330"			"J.M. Wubben, Hollandsche Rading"			22/01	1983	L.Y.Th. Westra	"hab1, 2x 1 det1"
9328		Zootrophion		"9327, 9328, 9329, 9330"			"J.M. Wubben, Hollandsche Rading"			22/01	1983	L.Y.Th. Westra	"hab1, 2x 1 det1"
2972		Zootrophion	dayanum (Rchb.f.) Luer	"2972, 2973, 2974"			"J.M. Wubben, Hollandsche Rading"			15/05	1972	L.Y.Th. Westra	"hab1, 2x det1"
2973		Zootrophion	dayanum (Rchb.f.) Luer	"2972, 2973, 2974"			"J.M. Wubben, Hollandsche Rading"			15/05	1972	L.Y.Th. Westra	"hab1, 2x det1"
2974		Zootrophion	dayanum (Rchb.f.) Luer	"2972, 2973, 2974"			"J.M. Wubben, Hollandsche Rading"			15/05	1972	L.Y.Th. Westra	"hab1, 2x det1"
1772		Zootrophion	endresianum (Kraenzl.) Luer  cf.	"1772, 1773, 1774, 1775"			Cantonspark Baarn 10061			3-Nov	1970	L.Y.Th. Westra	"hab1, 3x det1"
1773		Zootrophion	endresianum (Kraenzl.) Luer  cf.	"1772, 1773, 1774, 1775"			Cantonspark Baarn 10061			3-Nov	1970	L.Y.Th. Westra	"hab1, 3x det1"
1774		Zootrophion	endresianum (Kraenzl.) Luer  cf.	"1772, 1773, 1774, 1775"			Cantonspark Baarn 10061			3-Nov	1970	L.Y.Th. Westra	"hab1, 3x det1"
1775		Zootrophion	endresianum (Kraenzl.) Luer  cf.	"1772, 1773, 1774, 1775"			Cantonspark Baarn 10061			3-Nov	1970	L.Y.Th. Westra	"hab1, 3x det1"
